rainfall_mm,flood_proximity_km,water_ph,turbidity_ntu,temperature_c,humidity_pct,historical_cases,ors_sales_spike,antibiotic_sales_spike,fever_med_sales_spike,population_density,sanitation_score,risk_level,disease_type,days_to_peak
112.2,11.3,7.53,51.7,33.9,72.4,190,4.9,4.9,0.8,7686.0,33.7,1,1,7
146.0,2.6,6.63,83.3,29.3,77.4,171,5.9,4.1,4.4,6586.0,62.6,2,3,2
123.9,18.7,7.97,76.4,29.3,60.4,87,5.0,4.2,3.3,8097.0,45.1,1,1,7
128.6,19.5,6.61,39.1,29.5,75.6,129,6.1,4.0,1.8,6475.0,18.4,1,3,6
141.0,2.5,5.9,47.5,36.3,74.8,45,7.4,6.3,1.1,8651.0,49.2,2,1,4
149.7,8.5,6.56,84.8,32.5,70.9,55,5.6,2.4,4.5,1857.0,66.4,1,3,6
149.0,16.6,8.26,28.7,30.7,70.7,124,8.5,1.5,4.9,728.0,47.7,1,1,7
130.6,5.9,6.27,54.3,30.3,65.9,110,7.6,4.3,6.9,2303.0,18.3,2,1,3
80.6,39.6,6.58,50.1,33.9,66.2,188,4.5,1.3,7.0,3042.0,46.4,1,3,7
129.1,4.0,6.7,12.5,30.5,59.6,172,5.9,1.0,4.3,5285.0,10.9,2,3,2
137.3,38.6,7.79,24.6,38.6,79.1,103,7.8,1.8,1.2,4647.0,59.3,1,1,7
141.6,16.2,6.79,64.4,29.6,71.2,138,5.6,6.5,4.2,1156.0,56.1,1,3,7
139.5,36.7,7.28,44.8,32.7,75.4,155,5.6,4.2,7.4,3234.0,37.8,1,1,9
103.4,11.9,7.69,5.4,38.1,79.9,21,6.8,6.4,7.1,4184.0,71.0,1,1,6
84.4,20.3,7.92,10.7,38.0,97.5,34,2.7,2.3,1.6,904.0,22.4,0,0,13
125.5,39.6,6.3,36.8,40.4,84.7,88,6.9,4.0,5.5,2958.0,64.2,1,3,8
114.9,24.6,6.83,53.1,37.1,81.3,49,5.8,3.9,2.5,8220.0,19.7,2,1,2
104.4,23.0,8.09,78.7,32.4,55.0,184,6.6,1.8,0.9,7500.0,40.4,1,1,8
150.1,10.8,8.38,55.0,35.8,83.3,103,4.6,3.8,4.9,4159.0,42.1,1,1,7
98.7,34.8,6.35,57.3,32.9,68.9,186,7.4,1.0,2.5,2233.0,27.4,1,1,9
128.6,16.7,5.93,58.4,35.8,78.0,31,6.6,3.2,6.4,3380.0,36.9,2,1,2
83.3,27.3,6.04,42.0,34.8,61.2,180,1.6,4.9,1.4,1309.0,34.9,1,1,6
85.1,23.8,8.31,6.1,37.0,88.0,69,5.5,7.0,2.8,6093.0,40.0,1,1,6
138.7,21.7,7.18,54.1,35.9,63.6,139,5.2,2.4,1.9,2246.0,18.2,1,1,6
92.9,30.5,7.1,16.6,27.1,92.0,149,1.6,3.8,4.4,7364.0,61.9,0,0,10
87.6,33.4,8.37,32.8,34.1,76.9,73,8.4,6.6,4.8,5826.0,13.2,1,1,9
102.9,38.9,7.07,90.0,26.5,55.4,170,7.8,3.0,6.9,2582.0,53.3,1,1,9
109.5,11.4,8.06,64.0,33.6,76.6,109,4.8,3.3,1.5,7192.0,37.5,1,1,6
137.1,6.0,7.5,84.7,29.4,81.4,172,6.6,3.0,4.5,6884.0,54.5,1,1,5
94.6,7.6,7.14,57.5,32.6,67.7,32,5.5,6.6,5.1,2166.0,28.8,1,1,5
86.3,26.3,8.3,66.8,30.7,68.9,21,8.2,1.3,5.2,6708.0,37.9,1,1,5
154.2,8.6,7.69,48.2,32.3,73.3,33,6.5,6.2,4.1,5827.0,43.2,1,1,8
118.8,12.6,7.6,24.6,34.0,68.1,62,4.8,0.6,2.5,6441.0,51.1,0,0,13
84.6,16.0,7.18,86.5,29.6,69.2,99,0.9,0.8,5.2,6401.0,64.2,0,0,11
90.6,23.9,7.64,74.5,29.6,73.8,173,5.5,6.0,4.8,8513.0,70.9,1,1,5
159.4,14.1,6.46,15.5,24.8,85.5,111,7.8,4.4,4.5,5041.0,61.7,1,1,5
96.7,8.8,6.44,65.7,34.1,82.3,165,6.2,6.0,0.9,3657.0,69.6,1,1,9
122.1,39.0,7.42,25.3,28.6,98.9,190,8.2,5.5,2.3,6040.0,14.1,1,1,9
102.7,34.5,6.92,47.7,28.3,71.7,28,7.9,4.6,7.2,6468.0,21.2,1,1,6
131.5,18.0,5.96,5.0,31.3,92.5,27,8.2,6.3,3.9,6266.0,49.8,1,3,5
147.0,9.4,6.08,79.8,36.0,73.0,12,6.6,1.9,3.6,4340.0,25.4,2,1,4
89.9,32.9,6.54,62.7,34.9,78.2,156,5.9,6.9,6.8,6062.0,25.0,2,3,3
120.2,37.2,7.39,46.2,30.8,70.9,10,5.8,6.5,6.5,8283.0,16.3,1,1,6
80.5,28.9,7.11,70.6,30.5,67.8,81,6.7,5.1,3.9,2870.0,70.9,1,1,9
144.7,39.2,5.82,41.9,31.9,65.9,197,7.2,3.7,6.1,4500.0,64.1,1,1,9
128.0,22.0,7.03,82.4,32.1,66.9,106,4.3,5.2,6.4,4736.0,46.8,1,1,8
137.3,17.1,6.05,39.3,28.1,80.1,31,5.7,5.2,6.8,7351.0,66.5,1,3,6
113.3,13.6,8.1,20.4,30.4,62.9,144,5.8,3.0,4.4,4184.0,15.7,1,1,6
108.7,5.5,6.58,60.9,28.6,80.9,166,7.6,4.7,6.5,7491.0,25.4,2,3,2
102.9,22.1,6.93,52.9,27.2,75.0,113,1.9,5.5,6.1,6372.0,66.9,1,1,5
89.8,3.6,7.6,14.5,35.6,64.5,174,7.1,0.6,3.6,2182.0,14.7,1,1,8
89.9,14.3,7.96,24.8,24.6,63.1,61,6.8,2.9,5.4,3472.0,38.9,1,1,7
158.7,28.1,6.72,34.6,36.2,90.1,82,4.3,5.3,5.4,6977.0,44.7,1,3,7
107.1,36.4,6.17,49.8,31.6,84.3,105,6.8,5.3,3.6,7755.0,25.7,2,1,4
123.4,15.1,6.78,11.4,37.7,58.5,194,2.0,1.1,2.5,7204.0,60.4,0,0,11
99.2,20.4,6.74,33.2,34.9,71.2,61,4.9,2.2,7.4,3282.0,52.6,0,0,19
140.6,4.9,6.68,14.0,37.6,85.6,86,6.2,3.1,5.1,5348.0,34.8,2,3,3
95.0,24.1,5.83,38.7,30.3,75.1,102,6.0,4.3,5.5,3129.0,14.8,1,3,9
146.7,7.2,7.57,21.7,32.6,81.8,133,7.0,5.7,3.4,845.0,49.0,1,1,6
128.8,1.4,6.56,7.0,34.5,55.5,14,6.4,6.5,5.6,768.0,32.4,1,3,6
108.5,6.3,8.28,56.3,33.4,70.3,114,8.9,3.8,3.8,4501.0,23.5,1,1,6
148.0,16.6,8.26,83.3,34.8,74.9,86,8.1,3.8,4.6,4428.0,23.7,1,1,8
149.5,32.2,7.2,44.2,34.9,66.9,132,4.1,4.6,1.0,5113.0,36.8,0,0,19
159.0,6.1,6.4,83.0,34.1,67.3,77,4.6,2.6,4.7,8429.0,37.6,1,1,5
112.2,4.6,6.81,64.4,32.6,81.4,122,6.3,5.1,3.3,7738.0,40.8,2,1,2
119.2,2.8,6.96,67.3,30.6,54.6,168,8.4,6.0,5.0,1113.0,71.4,2,1,3
135.1,32.2,7.88,49.9,31.9,79.3,156,4.7,0.4,6.0,5418.0,55.3,1,1,9
107.6,19.8,7.71,43.2,30.2,67.6,42,2.8,5.9,2.6,1133.0,13.7,1,1,8
159.9,38.4,6.98,53.0,36.8,88.5,114,8.8,1.8,0.8,4340.0,56.0,1,1,5
135.8,22.1,7.86,39.9,30.9,60.9,55,8.3,4.7,2.3,1969.0,47.1,1,1,8
127.9,11.1,7.6,30.9,30.8,89.9,88,6.0,2.9,0.7,6053.0,49.3,1,1,8
86.3,37.8,6.08,42.6,30.9,80.4,152,4.9,0.8,1.1,8910.0,53.8,1,1,9
118.0,21.8,7.83,69.2,30.2,66.3,182,6.6,2.0,4.4,6193.0,32.4,1,1,8
131.1,34.1,7.21,82.8,37.1,71.1,148,4.3,1.1,7.1,6295.0,35.4,1,1,6
87.8,27.2,6.48,48.8,36.5,71.1,150,1.1,0.6,1.0,4898.0,13.8,1,1,8
101.0,36.1,7.44,78.4,33.9,81.8,186,4.5,3.7,5.3,8428.0,70.5,1,1,9
132.0,2.6,7.71,88.5,36.5,70.5,34,7.5,2.5,6.6,7439.0,37.0,2,1,3
112.9,36.9,7.74,82.9,35.5,62.0,138,8.3,4.0,0.9,6150.0,57.1,1,1,9
121.4,1.2,8.48,45.0,30.7,75.8,147,6.1,6.6,1.3,3490.0,57.9,1,1,9
102.5,30.8,7.13,63.4,36.4,78.1,139,6.5,2.8,0.5,692.0,65.0,1,1,5
80.9,3.3,7.38,34.2,33.2,68.4,193,8.1,6.6,4.3,8579.0,42.7,2,1,3
94.4,16.0,7.4,46.3,36.1,67.7,91,7.0,3.8,0.9,625.0,69.3,0,0,10
140.5,11.9,8.29,44.6,31.2,72.0,150,7.3,0.4,1.6,7203.0,51.9,1,1,7
115.8,28.4,6.08,50.3,28.6,72.4,90,6.0,0.5,3.2,5778.0,22.6,2,1,3
120.9,17.8,7.38,36.4,32.7,85.5,35,8.0,2.9,2.6,1700.0,15.8,1,1,6
121.1,18.3,7.02,58.1,28.8,62.2,82,5.0,4.9,3.8,1073.0,67.9,0,0,12
109.8,39.7,5.88,27.1,40.5,62.8,128,7.2,3.0,1.3,5911.0,73.2,1,3,6
99.8,33.6,7.48,88.1,29.0,70.9,72,5.0,4.5,1.4,7121.0,39.6,0,0,18
111.3,15.0,8.21,45.7,38.3,85.4,185,5.9,6.6,1.9,4082.0,56.1,1,1,9
117.0,31.3,8.36,22.3,33.6,66.1,100,8.5,7.0,6.8,8555.0,11.9,1,1,5
114.6,31.3,6.84,55.9,29.7,69.2,171,5.3,1.3,5.8,7159.0,71.5,1,1,6
116.5,7.9,8.2,58.7,37.2,63.3,27,7.4,5.8,6.1,858.0,54.6,1,1,6
142.7,34.5,7.8,85.7,26.4,96.3,117,6.5,2.8,5.0,4605.0,19.1,1,1,7
104.2,26.3,6.11,82.5,30.5,77.6,12,4.4,1.1,2.6,8569.0,16.6,1,1,8
86.7,1.1,7.85,55.1,30.2,73.3,451,2.0,5.2,2.0,5597.0,61.8,1,2,5
111.8,9.4,7.15,65.8,21.8,68.1,175,8.5,6.2,4.9,8247.0,47.3,2,1,4
149.1,12.2,7.98,47.1,39.5,82.9,138,7.3,3.3,2.6,5666.0,21.0,2,1,2
124.3,16.9,7.14,73.5,29.8,89.0,98,5.5,6.8,3.4,6589.0,22.3,1,1,8
158.4,9.7,6.68,68.0,33.2,73.3,40,6.5,6.0,1.0,1543.0,18.8,1,3,7
97.2,28.6,7.28,38.1,37.6,63.5,130,6.8,6.6,4.4,1340.0,68.8,0,0,16
157.8,24.0,6.81,71.4,29.3,60.3,64,4.5,5.7,3.4,4601.0,45.4,1,1,5
111.1,8.9,7.16,78.8,28.7,92.9,79,7.2,5.3,1.0,8316.0,30.3,1,1,6
117.3,31.4,8.29,16.9,30.8,59.5,86,6.0,3.3,2.2,3337.0,20.8,1,1,9
124.4,1.5,6.89,56.0,36.1,70.5,109,5.3,6.1,2.7,6743.0,69.8,2,1,3
104.6,34.5,8.4,64.0,31.8,61.9,18,4.3,6.9,6.3,2022.0,45.6,1,1,5
86.3,39.1,8.25,68.0,37.5,88.2,152,5.3,2.2,0.9,8183.0,21.8,2,1,4
113.1,12.9,7.76,35.2,32.1,69.8,184,7.0,4.1,2.0,6358.0,41.5,1,1,8
93.0,6.7,8.22,5.7,32.5,78.7,62,5.3,4.8,3.5,4806.0,50.3,0,0,11
119.2,9.4,7.12,72.2,28.6,65.3,180,8.2,5.1,4.4,4722.0,44.1,1,1,6
137.4,8.6,8.08,86.3,33.4,65.4,152,7.2,3.8,2.2,1761.0,31.7,1,1,9
135.6,18.9,6.48,19.1,26.4,70.8,194,6.3,4.6,6.2,5588.0,71.5,1,1,9
141.0,14.4,7.96,19.9,32.2,86.3,174,2.3,5.7,6.4,7356.0,39.2,1,1,6
103.5,6.4,7.48,22.2,30.9,79.0,151,7.4,3.6,2.2,8264.0,14.3,1,1,6
155.3,10.4,8.46,50.9,34.2,77.2,126,6.4,5.6,1.7,4212.0,28.8,1,1,8
116.8,22.7,8.13,86.8,30.7,71.4,112,7.4,0.6,5.7,8011.0,55.9,1,1,6
96.1,18.6,6.68,80.5,38.0,74.6,65,4.0,4.8,2.0,2938.0,14.9,1,3,7
152.4,37.8,6.92,69.1,41.8,90.9,160,5.9,6.3,7.4,8926.0,17.1,2,1,4
108.2,32.1,5.92,56.8,26.8,73.6,16,8.1,1.3,7.5,1755.0,73.2,1,1,5
149.5,3.1,5.91,24.1,38.1,53.1,185,8.1,0.8,2.1,4718.0,62.5,1,3,6
158.1,6.1,7.79,52.7,34.7,80.2,65,5.6,2.7,3.9,3251.0,52.2,1,1,9
102.6,11.7,6.61,42.4,26.3,91.5,90,5.2,1.1,5.0,8182.0,13.4,1,1,7
124.5,17.4,7.63,71.6,27.5,82.5,22,7.1,1.7,4.9,6529.0,27.7,1,1,9
93.7,13.2,5.89,9.4,32.5,79.3,46,5.6,2.0,6.8,6397.0,31.6,1,3,7
157.5,29.4,6.41,43.5,35.7,86.8,185,2.8,2.2,4.4,7972.0,45.3,1,1,6
117.1,12.7,7.05,46.5,33.5,82.7,118,1.8,4.0,2.7,7265.0,61.3,0,0,18
150.3,10.7,6.09,22.8,28.1,81.2,75,5.9,0.5,5.8,7454.0,28.7,2,3,3
116.4,32.2,7.22,38.5,34.5,95.7,86,5.6,5.0,3.2,7241.0,14.4,1,1,9
135.4,18.5,7.22,31.3,33.7,74.5,44,4.1,4.3,5.6,4356.0,36.5,0,0,15
136.2,12.2,6.21,87.5,26.8,90.6,93,4.6,1.4,0.8,5036.0,21.1,1,1,7
102.7,1.0,6.43,68.2,29.9,77.0,162,5.8,6.0,4.0,5504.0,19.2,2,1,3
98.9,26.6,7.74,54.8,34.9,90.1,21,4.3,2.5,5.8,6274.0,33.5,1,1,5
154.3,3.5,6.59,64.7,37.0,60.2,191,7.3,6.5,2.3,7386.0,58.6,2,3,3
159.0,15.9,6.04,55.5,33.6,87.7,198,1.5,6.3,3.2,6607.0,58.6,1,1,8
156.1,10.1,7.91,32.2,30.4,75.7,114,4.8,4.3,2.2,1170.0,44.4,0,0,10
109.2,29.8,7.04,19.7,33.5,79.4,133,6.6,6.7,2.3,6942.0,69.9,1,1,8
93.9,12.9,6.64,17.8,24.3,74.2,148,2.8,4.2,3.9,3485.0,16.8,0,0,11
130.3,6.0,7.74,53.2,32.7,70.6,123,0.9,3.5,2.2,7215.0,68.6,1,1,7
102.7,36.4,7.25,11.1,32.1,84.1,96,8.4,2.9,3.6,6506.0,11.8,1,1,6
136.9,16.7,7.65,48.1,28.7,67.6,189,8.9,1.2,0.7,2730.0,56.9,1,1,6
128.3,8.8,7.81,17.0,30.9,80.8,178,6.4,4.6,4.2,635.0,54.9,1,1,6
97.2,12.1,8.02,11.4,34.6,72.1,145,6.3,2.6,4.4,4617.0,70.1,0,0,14
144.7,22.9,6.87,33.2,36.5,62.8,128,6.6,1.6,5.5,1357.0,41.5,1,1,8
142.1,36.3,6.37,45.9,34.9,70.6,110,4.4,6.6,4.4,2542.0,29.2,1,1,8
101.5,26.4,8.48,75.9,31.3,88.0,50,7.2,1.0,0.8,8760.0,54.6,1,1,8
121.4,1.9,7.45,12.8,28.5,69.5,113,8.8,5.0,2.5,516.0,27.2,1,1,9
107.0,34.0,8.06,36.8,24.5,61.3,124,6.1,5.1,1.6,6632.0,58.8,1,1,7
138.4,9.6,7.28,62.1,29.8,73.3,82,6.0,4.3,4.6,4520.0,15.3,1,1,6
114.8,7.2,7.43,79.7,30.9,79.0,136,7.1,1.7,3.0,1328.0,73.0,1,1,7
94.8,3.0,6.56,53.8,37.3,56.8,154,2.0,4.6,4.5,821.0,61.4,1,3,9
120.9,29.5,7.96,34.2,33.9,77.3,131,9.0,4.3,3.4,7711.0,19.4,1,1,8
116.7,20.8,6.46,22.4,34.7,66.1,123,8.6,0.9,1.0,2309.0,23.1,1,3,6
83.0,32.4,8.3,53.9,34.0,81.0,95,5.3,2.2,3.1,1497.0,52.4,0,0,18
110.0,7.4,7.31,47.6,38.8,65.8,73,8.2,4.3,3.4,8041.0,25.7,1,1,5
101.1,15.3,6.11,74.7,27.9,65.9,157,8.3,3.4,5.9,6086.0,56.3,2,1,4
91.8,15.3,7.66,41.6,32.9,74.0,83,5.0,2.6,6.8,7341.0,13.5,1,1,8
98.3,11.1,6.48,88.2,29.3,71.3,49,5.9,5.9,7.3,7707.0,10.4,2,1,2
116.3,31.8,5.87,39.1,31.2,81.7,149,6.6,2.4,2.7,3627.0,40.1,1,3,7
116.9,14.0,7.11,73.2,30.6,67.6,92,8.2,2.0,0.8,5666.0,18.3,1,1,9
91.4,2.6,7.09,47.2,37.9,64.0,181,7.9,1.2,3.0,8138.0,24.3,2,1,4
146.9,15.8,6.89,66.3,34.7,86.4,158,0.8,1.9,6.1,8608.0,39.2,1,1,7
129.2,8.0,7.87,49.0,30.3,70.0,117,6.0,0.4,6.5,8661.0,52.5,1,1,7
159.1,29.1,6.0,67.4,37.9,76.8,39,6.1,2.0,3.5,5868.0,13.1,2,1,3
83.9,5.5,5.9,10.3,34.3,71.2,183,7.0,6.6,4.1,6387.0,17.3,2,3,4
157.5,26.0,6.07,50.9,33.1,57.4,80,7.6,2.3,2.7,8380.0,70.1,1,1,7
92.8,12.1,6.15,47.1,32.0,67.3,34,4.7,6.8,4.2,3772.0,53.5,1,1,6
123.9,5.4,7.64,32.9,28.1,76.3,146,6.3,2.5,4.8,5247.0,60.1,1,1,6
159.6,13.4,7.92,53.2,32.2,58.8,87,7.7,3.8,4.7,7562.0,23.7,1,1,9
87.9,34.1,6.5,20.4,31.5,87.5,98,8.4,5.5,6.0,5510.0,73.6,1,3,8
113.9,21.3,5.83,48.1,32.1,62.6,88,8.8,4.9,1.3,2113.0,54.1,1,1,5
134.1,39.5,7.1,62.4,30.6,74.8,45,8.9,3.4,7.1,7889.0,64.0,1,1,5
98.3,2.5,6.45,20.7,36.5,91.9,23,4.6,2.6,5.3,3266.0,14.9,2,3,4
91.4,28.4,5.98,84.1,31.2,73.1,15,7.4,0.9,7.3,4932.0,30.5,1,1,9
157.5,25.3,7.37,56.5,32.0,75.3,84,7.2,4.1,6.1,3069.0,58.4,1,1,7
92.4,19.0,6.57,27.0,27.7,85.7,141,4.2,6.2,3.2,8249.0,21.4,1,1,5
118.2,28.7,7.5,70.6,31.5,81.7,105,5.1,1.8,3.0,1970.0,14.2,1,1,6
147.0,23.2,7.95,58.3,34.6,83.8,110,5.1,6.4,3.5,7636.0,73.1,1,1,8
151.6,38.3,7.15,25.3,31.3,71.3,129,5.8,5.7,6.4,1830.0,56.7,1,1,9
92.5,4.6,7.03,17.9,37.1,78.0,145,8.3,0.5,2.3,4919.0,53.5,1,1,6
158.9,24.3,8.32,83.8,28.1,64.1,95,7.1,2.6,2.8,4838.0,29.9,1,1,8
104.4,13.3,7.07,60.9,25.0,80.8,78,5.3,1.7,3.1,5993.0,11.3,1,1,9
111.2,15.6,6.66,32.9,32.2,60.7,21,5.0,1.2,4.0,3656.0,56.7,0,0,14
145.3,21.8,8.28,39.4,34.1,93.1,131,8.6,4.8,3.9,6916.0,61.3,1,1,5
130.6,26.7,6.63,82.5,29.0,77.0,172,1.6,0.9,5.9,4462.0,36.1,1,3,6
108.0,28.2,8.32,75.6,38.6,78.9,26,4.2,2.9,7.3,2270.0,11.2,1,1,9
117.6,36.2,6.07,16.1,32.1,81.4,177,8.8,4.7,2.3,2011.0,56.9,1,3,9
143.2,37.4,6.74,41.5,37.8,63.4,191,5.0,3.8,1.0,6432.0,63.5,0,0,10
148.3,14.5,5.86,31.4,30.2,64.2,103,4.4,0.7,1.7,7544.0,50.7,1,3,7
81.2,14.8,6.04,74.3,32.6,63.9,175,5.0,5.1,6.3,5658.0,10.8,2,1,4
87.9,11.3,6.51,47.6,32.5,62.2,145,7.7,6.3,1.1,6769.0,29.0,1,3,5
115.4,6.3,7.82,53.2,35.4,70.9,151,7.8,3.4,3.3,3740.0,16.1,2,1,4
111.0,18.2,7.88,74.4,32.7,67.3,197,4.3,5.8,4.2,8767.0,31.2,1,1,6
147.8,27.1,6.51,40.7,32.4,68.2,195,8.3,4.9,2.2,7792.0,24.0,1,3,6
131.7,38.8,6.45,45.3,26.2,84.4,51,9.0,5.3,4.6,8143.0,29.1,2,1,2
81.5,28.3,7.97,26.5,35.5,69.4,164,4.6,7.0,3.0,6831.0,19.3,1,1,6
106.4,36.8,7.98,20.6,34.1,58.8,158,6.3,3.4,2.8,3005.0,13.3,1,1,9
150.5,19.1,6.5,22.6,35.4,59.9,135,0.9,1.4,4.0,6793.0,51.2,0,0,16
116.1,29.5,7.79,14.6,28.2,54.1,22,8.4,0.9,0.5,7201.0,48.3,1,1,5
144.0,36.5,7.32,50.0,28.4,68.4,115,7.2,1.3,4.6,8026.0,58.0,1,1,6
118.6,7.1,6.86,44.0,26.2,91.6,76,2.4,0.4,4.2,4607.0,50.4,0,0,10
94.8,30.2,7.39,39.5,36.7,69.0,170,4.9,5.5,4.6,7044.0,19.2,1,1,5
112.0,35.8,6.78,32.8,31.9,87.2,71,6.4,3.8,4.2,5598.0,14.1,1,3,6
120.1,35.4,6.76,80.4,36.9,75.8,197,4.9,3.4,6.6,2433.0,52.6,1,3,5
80.5,28.4,7.41,39.8,31.3,74.4,137,7.8,5.8,5.2,6996.0,64.8,1,1,6
101.4,25.8,7.28,6.4,26.7,73.6,154,7.2,1.5,7.2,562.0,57.0,1,1,6
80.5,23.6,7.15,40.9,40.9,67.0,56,6.5,1.8,1.2,1365.0,35.9,0,0,17
138.7,15.3,6.95,83.6,34.2,68.5,132,8.2,2.2,7.3,4193.0,37.9,1,1,6
150.9,1.8,6.01,58.7,32.9,95.4,102,8.0,4.3,2.2,2769.0,40.7,2,1,4
151.8,10.8,6.15,67.9,37.6,84.1,31,5.1,5.2,5.0,5869.0,27.7,2,1,2
96.5,12.5,7.72,27.0,31.5,66.9,157,4.2,0.5,6.7,6877.0,56.9,1,1,8
132.3,26.5,6.53,41.6,25.9,77.4,29,6.0,2.1,3.4,4605.0,67.6,0,0,19
80.9,8.3,7.52,30.0,26.5,81.2,126,4.4,1.3,3.3,4855.0,51.3,0,0,10
91.2,11.7,6.97,25.4,39.7,83.8,188,4.0,3.5,1.3,7205.0,38.3,1,1,9
124.3,26.9,8.12,31.5,39.4,61.0,100,6.6,2.5,6.7,3624.0,56.4,1,1,6
117.3,19.6,6.62,38.0,37.8,98.4,37,7.2,2.8,3.3,2610.0,43.7,1,3,6
110.8,2.7,5.95,21.6,29.8,68.2,185,7.5,3.2,4.2,5706.0,12.3,2,3,4
103.0,10.0,8.47,46.0,30.5,73.5,137,6.1,2.2,3.4,8767.0,29.9,1,1,8
92.4,27.1,6.63,74.7,28.9,86.2,108,7.4,1.6,1.2,4722.0,34.0,1,3,7
99.8,33.0,7.08,48.2,34.9,76.5,116,4.3,1.3,6.9,1435.0,56.3,0,0,15
136.1,25.6,6.34,60.8,34.7,50.0,103,5.6,2.3,4.7,2117.0,21.3,1,1,7
114.9,30.5,7.77,17.4,30.8,81.5,404,6.2,6.9,4.5,6912.0,16.6,1,2,6
121.6,30.0,6.34,7.2,26.9,79.8,120,0.5,1.9,5.6,6223.0,32.1,1,1,5
89.0,32.3,5.83,36.6,32.4,69.1,151,4.5,4.1,5.7,3738.0,61.7,1,3,9
141.6,21.9,8.44,12.0,31.6,84.6,24,4.5,6.4,6.2,4830.0,74.6,0,0,14
150.0,8.6,6.58,13.5,30.2,66.1,183,6.8,3.9,3.0,7807.0,69.8,1,3,5
111.4,18.0,6.88,89.7,33.1,78.7,80,0.8,2.7,6.9,1160.0,20.7,1,1,6
116.8,19.0,7.29,53.1,33.6,82.3,18,7.2,2.9,4.6,7996.0,71.3,1,1,9
154.3,15.7,6.82,8.2,35.5,65.3,189,2.9,5.0,5.7,8943.0,19.2,1,1,7
138.3,19.8,8.02,20.3,38.3,85.5,95,8.1,4.7,5.4,8023.0,48.2,1,1,5
115.3,31.8,6.33,35.1,27.1,77.0,79,6.1,5.0,6.7,2855.0,51.0,1,1,8
152.4,32.6,6.35,65.5,29.3,83.0,24,4.9,5.4,1.9,1601.0,67.4,1,1,6
126.3,8.9,7.19,26.2,31.6,100.0,187,5.2,5.0,0.7,4347.0,69.2,1,1,5
155.3,26.5,6.65,89.1,30.5,76.3,162,6.6,4.3,5.1,668.0,67.7,1,3,9
102.4,15.8,7.35,43.6,32.6,72.3,146,6.3,1.3,0.7,4640.0,20.1,1,1,6
104.0,4.0,7.83,72.9,32.8,70.5,79,6.0,3.6,0.9,3597.0,30.4,1,1,7
159.2,3.4,6.63,6.5,34.5,80.6,169,8.7,5.4,5.1,7345.0,16.6,2,3,3
92.2,11.1,7.82,69.7,30.2,74.2,181,8.9,3.4,1.6,5341.0,30.8,1,1,6
106.4,32.7,7.36,37.2,28.2,86.0,125,4.5,2.4,3.9,6643.0,33.0,0,0,12
82.2,27.3,8.48,72.5,34.7,83.1,197,5.1,4.2,2.2,2127.0,74.0,1,1,7
112.9,17.9,7.77,23.8,34.7,89.5,98,6.5,2.6,4.5,1867.0,15.4,1,1,6
88.8,33.4,7.25,23.5,30.2,69.2,72,8.0,3.4,6.9,2328.0,72.9,0,0,17
148.9,25.3,6.08,57.6,31.7,67.6,172,7.9,3.4,4.9,3637.0,24.9,2,1,4
105.8,37.0,6.25,11.2,28.1,63.9,62,7.4,2.0,6.8,7622.0,37.1,1,3,5
88.9,39.6,6.06,82.3,33.2,89.1,184,4.5,1.3,6.0,1711.0,72.1,1,1,7
111.9,38.1,6.72,65.8,34.0,73.5,65,7.9,1.1,5.5,7225.0,34.5,1,3,7
145.1,3.5,7.5,29.1,35.5,72.3,166,5.0,4.5,6.8,3263.0,57.9,1,1,6
137.4,4.2,7.59,32.0,37.9,73.9,183,2.7,0.4,1.7,1251.0,18.8,2,1,4
159.0,28.6,7.12,76.1,28.7,79.8,87,4.1,4.1,3.9,6102.0,18.6,1,1,5
108.1,22.2,8.4,65.1,32.2,57.0,95,4.4,3.1,2.6,5619.0,30.8,1,1,8
102.9,18.3,8.31,65.7,30.5,54.4,49,4.6,3.6,4.6,3705.0,55.3,0,0,14
112.7,19.1,6.63,56.4,39.6,86.7,188,4.2,6.4,2.9,3808.0,49.7,1,3,7
154.5,21.3,6.4,21.7,31.7,60.7,133,2.5,3.3,2.5,1654.0,11.8,1,3,7
114.6,5.0,6.57,83.0,33.1,73.8,54,7.7,3.1,3.6,1187.0,42.2,1,3,5
110.3,33.6,7.32,11.9,33.5,69.4,178,6.0,1.8,5.2,5397.0,22.5,1,1,8
129.8,31.4,8.34,17.1,38.5,86.5,153,4.3,6.6,1.5,4368.0,22.4,1,1,9
96.3,9.6,6.8,6.3,35.7,75.5,42,8.2,6.6,1.3,1345.0,51.0,1,1,5
151.4,3.9,8.18,55.6,33.2,66.0,118,7.4,3.2,4.4,2480.0,51.0,1,1,7
97.1,13.0,6.71,78.3,36.3,73.0,62,8.7,2.5,3.9,7399.0,39.3,1,3,8
114.6,4.1,7.02,27.3,36.4,85.8,16,5.0,1.0,4.4,6235.0,20.2,2,1,4
80.3,7.4,7.1,51.7,33.5,84.8,56,5.0,1.0,1.2,4825.0,54.3,0,0,11
134.5,18.9,8.32,6.5,31.5,77.2,14,7.4,1.2,7.2,7326.0,74.0,1,1,8
100.2,10.0,6.51,82.9,29.0,61.0,133,4.3,3.0,6.9,6621.0,32.1,1,3,9
127.4,1.8,7.91,80.4,31.1,75.3,193,2.3,0.3,3.7,8599.0,22.0,2,1,2
